dataset,val_uid,analysis_split,arm,level,requested_similarity,source_uid,similarity
logiqa2,logiqa2-validation-000339,test,retrieved,target_0.50,0.5,logiqa2-train-003810,0.499169260263443
logiqa2,logiqa2-validation-000339,test,retrieved,target_0.70,0.7,logiqa2-train-005352,0.645719051361084
logiqa2,logiqa2-validation-000339,test,retrieved,top,,logiqa2-train-002863,0.6540268659591675
logiqa2,logiqa2-validation-000339,test,placebo,placebo,,logiqa2-train-003192,0.03184467926621437
logiqa2,logiqa2-validation-000340,calibration,retrieved,target_0.30,0.3,logiqa2-train-005301,0.299946129322052
logiqa2,logiqa2-validation-000340,calibration,retrieved,target_0.50,0.5,logiqa2-train-011788,0.500874400138855
logiqa2,logiqa2-validation-000340,calibration,retrieved,target_0.70,0.7,logiqa2-train-003321,0.5412970185279846
logiqa2,logiqa2-validation-000340,calibration,retrieved,top,,logiqa2-train-001387,0.5439592599868774
logiqa2,logiqa2-validation-000340,calibration,placebo,placebo,,logiqa2-train-000493,-0.03133882209658623
logiqa2,logiqa2-validation-000341,calibration,retrieved,target_0.30,0.3,logiqa2-train-000076,0.3000101149082184
logiqa2,logiqa2-validation-000341,calibration,retrieved,target_0.50,0.5,logiqa2-train-010774,0.5000101923942566
logiqa2,logiqa2-validation-000341,calibration,retrieved,target_0.70,0.7,logiqa2-train-002752,0.5579833984375
logiqa2,logiqa2-validation-000341,calibration,retrieved,top,,logiqa2-train-002305,0.6157113313674927
logiqa2,logiqa2-validation-000341,calibration,placebo,placebo,,logiqa2-train-007530,0.11729156225919724
logiqa2,logiqa2-validation-000342,test,retrieved,target_0.30,0.3,logiqa2-train-000307,0.29936784505844116
logiqa2,logiqa2-validation-000342,test,retrieved,target_0.50,0.5,logiqa2-train-012493,0.47657209634780884
logiqa2,logiqa2-validation-000342,test,retrieved,target_0.70,0.7,logiqa2-train-007943,0.47594407200813293
logiqa2,logiqa2-validation-000342,test,retrieved,top,,logiqa2-train-003404,0.48317912220954895
logiqa2,logiqa2-validation-000342,test,placebo,placebo,,logiqa2-train-011541,0.040018074214458466
logiqa2,logiqa2-validation-000343,test,retrieved,target_0.30,0.3,logiqa2-train-009047,0.30012694001197815
logiqa2,logiqa2-validation-000343,test,retrieved,target_0.50,0.5,logiqa2-train-003920,0.4994921386241913
logiqa2,logiqa2-validation-000343,test,retrieved,target_0.70,0.7,logiqa2-train-002895,0.7682639360427856
logiqa2,logiqa2-validation-000343,test,retrieved,top,,logiqa2-train-004297,0.8220146298408508
logiqa2,logiqa2-validation-000343,test,placebo,placebo,,logiqa2-train-007577,0.02046286128461361
logiqa2,logiqa2-validation-000344,test,retrieved,target_0.30,0.3,logiqa2-train-011377,0.2999923527240753
logiqa2,logiqa2-validation-000344,test,retrieved,target_0.50,0.5,logiqa2-train-011370,0.5004065036773682
logiqa2,logiqa2-validation-000344,test,retrieved,target_0.70,0.7,logiqa2-train-009408,0.7013580203056335
logiqa2,logiqa2-validation-000344,test,retrieved,top,,logiqa2-train-003781,0.7712639570236206
logiqa2,logiqa2-validation-000344,test,placebo,placebo,,logiqa2-train-003121,-0.020000167191028595
logiqa2,logiqa2-validation-000345,calibration,retrieved,target_0.30,0.3,logiqa2-train-000774,0.2999619245529175
logiqa2,logiqa2-validation-000345,calibration,retrieved,target_0.50,0.5,logiqa2-train-012162,0.4970269203186035
logiqa2,logiqa2-validation-000345,calibration,retrieved,target_0.70,0.7,logiqa2-train-007901,0.5313510298728943
logiqa2,logiqa2-validation-000345,calibration,retrieved,top,,logiqa2-train-006072,0.5528715252876282
logiqa2,logiqa2-validation-000345,calibration,placebo,placebo,,logiqa2-train-009475,0.08145476132631302
logiqa2,logiqa2-validation-000346,calibration,retrieved,target_0.30,0.3,logiqa2-train-002372,0.30019402503967285
logiqa2,logiqa2-validation-000346,calibration,retrieved,target_0.50,0.5,logiqa2-train-007338,0.5018623471260071
logiqa2,logiqa2-validation-000346,calibration,retrieved,target_0.70,0.7,logiqa2-train-003863,0.6790341734886169
logiqa2,logiqa2-validation-000346,calibration,retrieved,top,,logiqa2-train-010049,0.7493633031845093
logiqa2,logiqa2-validation-000346,calibration,placebo,placebo,,logiqa2-train-002294,0.018435368314385414
logiqa2,logiqa2-validation-000347,calibration,retrieved,target_0.30,0.3,logiqa2-train-011152,0.3000332713127136
logiqa2,logiqa2-validation-000347,calibration,retrieved,target_0.50,0.5,logiqa2-train-000086,0.5063134431838989
logiqa2,logiqa2-validation-000347,calibration,retrieved,target_0.70,0.7,logiqa2-train-009039,0.5579143166542053
logiqa2,logiqa2-validation-000347,calibration,retrieved,top,,logiqa2-train-001555,0.6177042722702026
logiqa2,logiqa2-validation-000347,calibration,placebo,placebo,,logiqa2-train-003166,0.02894764579832554
logiqa2,logiqa2-validation-000348,test,retrieved,target_0.30,0.3,logiqa2-train-011008,0.2999838888645172
logiqa2,logiqa2-validation-000348,test,retrieved,target_0.50,0.5,logiqa2-train-010374,0.4997352361679077
logiqa2,logiqa2-validation-000348,test,retrieved,target_0.70,0.7,logiqa2-train-006585,0.5756425857543945
logiqa2,logiqa2-validation-000348,test,retrieved,top,,logiqa2-train-003941,0.6306801438331604
logiqa2,logiqa2-validation-000348,test,placebo,placebo,,logiqa2-train-006281,0.09150069206953049
logiqa2,logiqa2-validation-000349,calibration,retrieved,target_0.30,0.3,logiqa2-train-008187,0.30005380511283875
logiqa2,logiqa2-validation-000349,calibration,retrieved,target_0.50,0.5,logiqa2-train-010597,0.49885842204093933
logiqa2,logiqa2-validation-000349,calibration,retrieved,target_0.70,0.7,logiqa2-train-009607,0.5061076283454895
logiqa2,logiqa2-validation-000349,calibration,retrieved,top,,logiqa2-train-001126,0.5281031131744385
logiqa2,logiqa2-validation-000349,calibration,placebo,placebo,,logiqa2-train-004235,-0.04785088449716568
logiqa2,logiqa2-validation-000350,calibration,retrieved,target_0.30,0.3,logiqa2-train-005696,0.30000239610671997
logiqa2,logiqa2-validation-000350,calibration,retrieved,target_0.50,0.5,logiqa2-train-008289,0.5006719827651978
logiqa2,logiqa2-validation-000350,calibration,retrieved,target_0.70,0.7,logiqa2-train-000485,0.6593525409698486
logiqa2,logiqa2-validation-000350,calibration,retrieved,top,,logiqa2-train-003579,0.6726481914520264
logiqa2,logiqa2-validation-000350,calibration,placebo,placebo,,logiqa2-train-002468,0.05744503065943718
logiqa2,logiqa2-validation-000351,calibration,retrieved,target_0.30,0.3,logiqa2-train-011975,0.3000456392765045
logiqa2,logiqa2-validation-000351,calibration,retrieved,target_0.50,0.5,logiqa2-train-002868,0.490717351436615
logiqa2,logiqa2-validation-000351,calibration,retrieved,target_0.70,0.7,logiqa2-train-001094,0.561934769153595
logiqa2,logiqa2-validation-000351,calibration,retrieved,top,,logiqa2-train-003191,0.5726060271263123
logiqa2,logiqa2-validation-000351,calibration,placebo,placebo,,logiqa2-train-006240,-0.08038827776908875
logiqa2,logiqa2-validation-000352,calibration,retrieved,target_0.30,0.3,logiqa2-train-004210,0.3000190556049347
logiqa2,logiqa2-validation-000352,calibration,retrieved,target_0.50,0.5,logiqa2-train-000533,0.5138869881629944
logiqa2,logiqa2-validation-000352,calibration,retrieved,target_0.70,0.7,logiqa2-train-008850,0.46748772263526917
logiqa2,logiqa2-validation-000352,calibration,retrieved,top,,logiqa2-train-011507,0.66615891456604
logiqa2,logiqa2-validation-000352,calibration,placebo,placebo,,logiqa2-train-000944,0.04846598207950592
logiqa2,logiqa2-validation-000353,calibration,retrieved,target_0.30,0.3,logiqa2-train-006220,0.30005067586898804
logiqa2,logiqa2-validation-000353,calibration,retrieved,target_0.50,0.5,logiqa2-train-000156,0.4996797442436218
logiqa2,logiqa2-validation-000353,calibration,retrieved,target_0.70,0.7,logiqa2-train-006072,0.5881271958351135
logiqa2,logiqa2-validation-000353,calibration,retrieved,top,,logiqa2-train-001674,0.5973261594772339
logiqa2,logiqa2-validation-000353,calibration,placebo,placebo,,logiqa2-train-005718,0.04814334586262703
logiqa2,logiqa2-validation-000354,test,retrieved,target_0.30,0.3,logiqa2-train-003141,0.30006444454193115
logiqa2,logiqa2-validation-000354,test,retrieved,target_0.50,0.5,logiqa2-train-005506,0.5006862878799438
logiqa2,logiqa2-validation-000354,test,retrieved,target_0.70,0.7,logiqa2-train-005588,0.5900393128395081
logiqa2,logiqa2-validation-000354,test,retrieved,top,,logiqa2-train-002081,0.6200515627861023
logiqa2,logiqa2-validation-000354,test,placebo,placebo,,logiqa2-train-012467,0.07402905821800232
logiqa2,logiqa2-validation-000355,calibration,retrieved,target_0.30,0.3,logiqa2-train-006672,0.3000355064868927
logiqa2,logiqa2-validation-000355,calibration,retrieved,target_0.50,0.5,logiqa2-train-003460,0.4995875060558319
logiqa2,logiqa2-validation-000355,calibration,retrieved,target_0.70,0.7,logiqa2-train-003231,0.698764443397522
logiqa2,logiqa2-validation-000355,calibration,retrieved,top,,logiqa2-train-006080,0.9372298121452332
logiqa2,logiqa2-validation-000355,calibration,placebo,placebo,,logiqa2-train-010409,0.08828530460596085
logiqa2,logiqa2-validation-000356,calibration,retrieved,target_0.30,0.3,logiqa2-train-006371,0.299973726272583
logiqa2,logiqa2-validation-000356,calibration,retrieved,target_0.50,0.5,logiqa2-train-012098,0.49471837282180786
logiqa2,logiqa2-validation-000356,calibration,retrieved,target_0.70,0.7,logiqa2-train-001728,0.49430885910987854
logiqa2,logiqa2-validation-000356,calibration,retrieved,top,,logiqa2-train-009032,0.5166081786155701
logiqa2,logiqa2-validation-000356,calibration,placebo,placebo,,logiqa2-train-001747,0.07521121203899384
logiqa2,logiqa2-validation-000357,test,retrieved,target_0.30,0.3,logiqa2-train-002223,0.2999071180820465
logiqa2,logiqa2-validation-000357,test,retrieved,target_0.50,0.5,logiqa2-train-009769,0.5001287460327148
logiqa2,logiqa2-validation-000357,test,retrieved,target_0.70,0.7,logiqa2-train-002687,0.6408776044845581
logiqa2,logiqa2-validation-000357,test,retrieved,top,,logiqa2-train-004942,0.6859679818153381
logiqa2,logiqa2-validation-000357,test,placebo,placebo,,logiqa2-train-006414,0.0009667370468378067
logiqa2,logiqa2-validation-000358,calibration,retrieved,target_0.30,0.3,logiqa2-train-005719,0.30003267526626587
logiqa2,logiqa2-validation-000358,calibration,retrieved,target_0.50,0.5,logiqa2-train-001402,0.4996713697910309
logiqa2,logiqa2-validation-000358,calibration,retrieved,target_0.70,0.7,logiqa2-train-000598,0.6890420317649841
logiqa2,logiqa2-validation-000358,calibration,retrieved,top,,logiqa2-train-006647,0.7771233916282654
logiqa2,logiqa2-validation-000358,calibration,placebo,placebo,,logiqa2-train-006576,0.08445368707180023
logiqa2,logiqa2-validation-000359,calibration,retrieved,target_0.30,0.3,logiqa2-train-000324,0.3000126779079437
logiqa2,logiqa2-validation-000359,calibration,retrieved,target_0.50,0.5,logiqa2-train-003254,0.49988216161727905
logiqa2,logiqa2-validation-000359,calibration,retrieved,target_0.70,0.7,logiqa2-train-001858,0.5845579504966736
logiqa2,logiqa2-validation-000359,calibration,retrieved,top,,logiqa2-train-000487,0.6032200455665588
logiqa2,logiqa2-validation-000359,calibration,placebo,placebo,,logiqa2-train-002206,0.05118013918399811
logiqa2,logiqa2-validation-000360,calibration,retrieved,target_0.30,0.3,logiqa2-train-007051,0.30004632472991943
logiqa2,logiqa2-validation-000360,calibration,retrieved,target_0.50,0.5,logiqa2-train-009135,0.5005732774734497
logiqa2,logiqa2-validation-000360,calibration,retrieved,target_0.70,0.7,logiqa2-train-008706,0.6957660913467407
logiqa2,logiqa2-validation-000360,calibration,retrieved,top,,logiqa2-train-005485,0.9780791401863098
logiqa2,logiqa2-validation-000360,calibration,placebo,placebo,,logiqa2-train-010248,0.07417226582765579
logiqa2,logiqa2-validation-000361,test,retrieved,target_0.30,0.3,logiqa2-train-011688,0.3000389635562897
logiqa2,logiqa2-validation-000361,test,retrieved,target_0.50,0.5,logiqa2-train-011990,0.5013480186462402
logiqa2,logiqa2-validation-000361,test,retrieved,target_0.70,0.7,logiqa2-train-006413,0.6033066511154175
logiqa2,logiqa2-validation-000361,test,retrieved,top,,logiqa2-train-008270,0.6178529262542725
logiqa2,logiqa2-validation-000361,test,placebo,placebo,,logiqa2-train-003532,-0.01308275293558836
logiqa2,logiqa2-validation-000362,calibration,retrieved,target_0.30,0.3,logiqa2-train-008682,0.2999688386917114
logiqa2,logiqa2-validation-000362,calibration,retrieved,target_0.50,0.5,logiqa2-train-009555,0.4995197057723999
logiqa2,logiqa2-validation-000362,calibration,retrieved,target_0.70,0.7,logiqa2-train-010318,0.5891558527946472
logiqa2,logiqa2-validation-000362,calibration,retrieved,top,,logiqa2-train-005999,0.6103880405426025
logiqa2,logiqa2-validation-000362,calibration,placebo,placebo,,logiqa2-train-006252,0.026862774044275284
logiqa2,logiqa2-validation-000363,calibration,retrieved,target_0.30,0.3,logiqa2-train-005218,0.29999712109565735
logiqa2,logiqa2-validation-000363,calibration,retrieved,target_0.50,0.5,logiqa2-train-009478,0.4985877573490143
logiqa2,logiqa2-validation-000363,calibration,retrieved,target_0.70,0.7,logiqa2-train-009910,0.571323573589325
logiqa2,logiqa2-validation-000363,calibration,retrieved,top,,logiqa2-train-010901,0.5793497562408447
logiqa2,logiqa2-validation-000363,calibration,placebo,placebo,,logiqa2-train-003067,0.08152758330106735
logiqa2,logiqa2-validation-000364,calibration,retrieved,target_0.30,0.3,logiqa2-train-005321,0.30001094937324524
logiqa2,logiqa2-validation-000364,calibration,retrieved,target_0.50,0.5,logiqa2-train-008661,0.4991772174835205
logiqa2,logiqa2-validation-000364,calibration,retrieved,target_0.70,0.7,logiqa2-train-005843,0.5304996371269226
logiqa2,logiqa2-validation-000364,calibration,retrieved,top,,logiqa2-train-004115,0.5326763391494751
logiqa2,logiqa2-validation-000364,calibration,placebo,placebo,,logiqa2-train-009893,0.09151828289031982
logiqa2,logiqa2-validation-000365,calibration,retrieved,target_0.30,0.3,logiqa2-train-005009,0.2999807596206665
logiqa2,logiqa2-validation-000365,calibration,retrieved,target_0.50,0.5,logiqa2-train-007053,0.5021491646766663
logiqa2,logiqa2-validation-000365,calibration,retrieved,target_0.70,0.7,logiqa2-train-004216,0.5238417983055115
logiqa2,logiqa2-validation-000365,calibration,retrieved,top,,logiqa2-train-002667,0.5717111229896545
logiqa2,logiqa2-validation-000365,calibration,placebo,placebo,,logiqa2-train-008399,0.015706460922956467
logiqa2,logiqa2-validation-000366,calibration,retrieved,target_0.30,0.3,logiqa2-train-009820,0.2997737228870392
logiqa2,logiqa2-validation-000366,calibration,retrieved,target_0.50,0.5,logiqa2-train-004255,0.488261342048645
logiqa2,logiqa2-validation-000366,calibration,retrieved,target_0.70,0.7,logiqa2-train-006056,0.48564496636390686
logiqa2,logiqa2-validation-000366,calibration,retrieved,top,,logiqa2-train-009925,0.5070860981941223
logiqa2,logiqa2-validation-000366,calibration,placebo,placebo,,logiqa2-train-003999,0.06331568956375122
logiqa2,logiqa2-validation-000367,calibration,retrieved,target_0.30,0.3,logiqa2-train-011121,0.2999393343925476
logiqa2,logiqa2-validation-000367,calibration,retrieved,target_0.50,0.5,logiqa2-train-009312,0.5000579357147217
logiqa2,logiqa2-validation-000367,calibration,retrieved,target_0.70,0.7,logiqa2-train-004719,0.5978349447250366
logiqa2,logiqa2-validation-000367,calibration,retrieved,top,,logiqa2-train-010632,0.6344946622848511
logiqa2,logiqa2-validation-000367,calibration,placebo,placebo,,logiqa2-train-011824,0.0484013631939888
logiqa2,logiqa2-validation-000368,calibration,retrieved,target_0.30,0.3,logiqa2-train-005121,0.30004438757896423
logiqa2,logiqa2-validation-000368,calibration,retrieved,target_0.50,0.5,logiqa2-train-000863,0.5003111362457275
logiqa2,logiqa2-validation-000368,calibration,retrieved,target_0.70,0.7,logiqa2-train-004633,0.5837007164955139
logiqa2,logiqa2-validation-000368,calibration,retrieved,top,,logiqa2-train-007108,0.5928509831428528
logiqa2,logiqa2-validation-000368,calibration,placebo,placebo,,logiqa2-train-008118,0.02467881329357624
logiqa2,logiqa2-validation-000369,calibration,retrieved,target_0.30,0.3,logiqa2-train-012431,0.2999975085258484
logiqa2,logiqa2-validation-000369,calibration,retrieved,target_0.50,0.5,logiqa2-train-010619,0.4999149739742279
logiqa2,logiqa2-validation-000369,calibration,retrieved,target_0.70,0.7,logiqa2-train-000993,0.6038339734077454
logiqa2,logiqa2-validation-000369,calibration,retrieved,top,,logiqa2-train-005475,0.6333845853805542
logiqa2,logiqa2-validation-000369,calibration,placebo,placebo,,logiqa2-train-011544,0.049803439527750015
logiqa2,logiqa2-validation-000370,calibration,retrieved,target_0.30,0.3,logiqa2-train-004740,0.3005271255970001
logiqa2,logiqa2-validation-000370,calibration,retrieved,target_0.50,0.5,logiqa2-train-008083,0.38414981961250305
logiqa2,logiqa2-validation-000370,calibration,retrieved,target_0.70,0.7,logiqa2-train-010177,0.37957867980003357
logiqa2,logiqa2-validation-000370,calibration,retrieved,top,,logiqa2-train-005995,0.38994544744491577
logiqa2,logiqa2-validation-000370,calibration,placebo,placebo,,logiqa2-train-010170,-0.07013770192861557
logiqa2,logiqa2-validation-000371,calibration,retrieved,target_0.30,0.3,logiqa2-train-010876,0.30002304911613464
logiqa2,logiqa2-validation-000371,calibration,retrieved,target_0.50,0.5,logiqa2-train-008707,0.5001979470252991
logiqa2,logiqa2-validation-000371,calibration,retrieved,target_0.70,0.7,logiqa2-train-002987,0.5963189601898193
logiqa2,logiqa2-validation-000371,calibration,retrieved,top,,logiqa2-train-003159,0.6080024838447571
logiqa2,logiqa2-validation-000371,calibration,placebo,placebo,,logiqa2-train-009720,0.10799460858106613
logiqa2,logiqa2-validation-000372,calibration,retrieved,target_0.30,0.3,logiqa2-train-010882,0.2999822199344635
